Recipient BUSINESS NAME,"Recipient PREFIX (Mr., Mrs., Ms., Dr., etc.)",Recipient FIRST  NAME,Recipient LAST NAME,Recipient ADDRESS 1,Recipient ADDRESS 2,Recipient CITY ,Recipient STATE,Recipient  ZIP,Recipient BIRTH DATE,Recipient EMAIL ADDRESS,Recipient MESSAGE
T16Business Name,T16Prefix,T16First,T16Last,T16Address1,T16Address2,T16City,TB,16160,36907,T16@leveragedmedia.com,T16message
T17Business Name,T17Prefix,T17First,T17Last,T17Address1,T17Address2,T17City,TB,17170,36908,T17@leveragedmedia.com,T17message
T18Business Name,T18Prefix,T18First,T18Last,T18Address1,T18Address2,T18City,TB,18180,36909,T18@leveragedmedia.com,T18message
T19Business Name,T19Prefix,T19First,T19Last,T19Address1,T19Address2,T19City,TB,19190,36910,T19@leveragedmedia.com,T19message
T20Business Name,T20Prefix,T20First,T20Last,T20Address1,T20Address2,T20City,TB,20200,36911,T20@leveragedmedia.com,T20message
T21Business Name,T21Prefix,T21First,T21Last,T21Address1,T21Address2,T21City,TB,21210,36912,T21@leveragedmedia.com,T21message
T22Business Name,T22Prefix,T22First,T22Last,T22Address1,T22Address2,T22City,TB,22220,36913,T22@leveragedmedia.com,T22message
T23Business Name,T23Prefix,T23First,T23Last,T23Address1,T23Address2,T23City,TB,23230,36914,T23@leveragedmedia.com,T23message
T24Business Name,T24Prefix,T24First,T24Last,T24Address1,T24Address2,T24City,TB,24240,36915,T24@leveragedmedia.com,T24message
T25Business Name,T25Prefix,T25First,T25Last,T25Address1,T25Address2,T25City,TB,25250,36916,T25@leveragedmedia.com,T25message
T26Business Name,T26Prefix,T26First,T26Last,T26Address1,T26Address2,T26City,TB,26260,36917,T26@leveragedmedia.com,T26message
T27Business Name,T27Prefix,T27First,T27Last,,,T27City,TB,27270,36918,T27@leveragedmedia.com,T27message
T28Business Name,T28Prefix,T28First,T28Last,T28Address1,T28Address2,T28City,TB,28280,36919,T28@leveragedmedia.com,T28message
T29Business Name,T29Prefix,T29First,T29Last,T29Address1,T29Address2,T29City,TB,29290,36920,T29@leveragedmedia.com,T29message
T30Business Name,T30Prefix,T30First,T30Last,T30Address1,T30Address2,T30City,TB,30300,36921,T30@leveragedmedia.com,T30message
T31Business Name,T31Prefix,T31First,T31Last,,,T31City,TB,31310,36922,T31@leveragedmedia.com,T31message
T32Business Name,T32Prefix,T32First,T32Last,T32Address1,T32Address2,T32City,TB,32320,36923,T32@leveragedmedia.com,T32message
T33Business Name,T33Prefix,T33First,T33Last,T33Address1,T33Address2,T33City,TB,33330,36924,T33@leveragedmedia.com,T33message
T34Business Name,T34Prefix,T34First,T34Last,T34Address1,T34Address2,T34City,TB,34340,36925,T34@leveragedmedia.com,T34message
T35Business Name,T35Prefix,T35First,T35Last,T35Address1,T35Address2,T35City,TB,35350,36926,T35@leveragedmedia.com,T35message
T36Business Name,T36Prefix,T36First,T36Last,T36Address1,T36Address2,T36City,TB,36360,36927,T36@leveragedmedia.com,T36message
T37Business Name,T37Prefix,T37First,T37Last,T37Address1,T37Address2,T37City,TB,37370,36928,T37@leveragedmedia.com,T37message
T38Business Name,T38Prefix,T38First,T38Last,T38Address1,T38Address2,T38City,TB,38380,36929,T38@leveragedmedia.com,T38message
T39Business Name,T39Prefix,T39First,T39Last,T39Address1,T39Address2,T39City,TB,39390,36930,T39@leveragedmedia.com,T39message
T40Business Name,T40Prefix,T40First,T40Last,T40Address1,T40Address2,T40City,TB,40400,36931,T40@leveragedmedia.com,T40message
T41Business Name,T41Prefix,T41First,T41Last,,,T41City,TB,41410,36932,T41@leveragedmedia.com,T41message
T42Business Name,T42Prefix,T42First,T42Last,T42Address1,T42Address2,T42City,TB,42420,36933,T42@leveragedmedia.com,T42message
T43Business Name,T43Prefix,T43First,T43Last,T43Address1,T43Address2,T43City,TB,43430,36934,T43@leveragedmedia.com,T43message
T44Business Name,T44Prefix,T44First,T44Last,T44Address1,T44Address2,T44City,TB,44440,36935,T44@leveragedmedia.com,T44message
T45Business Name,T45Prefix,T45First,T45Last,T45Address1,T45Address2,T45City,TB,45450,36936,T45@leveragedmedia.com,T45message
T46Business Name,T46Prefix,T46First,T46Last,T46Address1,T46Address2,T46City,TB,46460,36937,T46@leveragedmedia.com,T46message
T47Business Name,T47Prefix,T47First,T47Last,T47Address1,T47Address2,T47City,TB,47470,36938,T47@leveragedmedia.com,T47message
T48Business Name,T48Prefix,T48First,T48Last,T48Address1,T48Address2,T48City,TB,48480,36939,T48@leveragedmedia.com,T48message
T49Business Name,T49Prefix,T49First,T49Last,T49Address1,T49Address2,T49City,TB,49490,36940,T49@leveragedmedia.com,T49message
T50Business Name,T50Prefix,T50First,T50Last,,,T50City,TB,50500,36941,T50@leveragedmedia.com,T50message
