"Recipient BUSINESS NAME","Recipient PREFIX (Mr., Mrs., Ms., Dr., etc.)","Recipient FIRST  NAME","Recipient LAST NAME","Recipient ADDRESS 1","Recipient ADDRESS 2","Recipient CITY ","Recipient STATE","Recipient  ZIP","Recipient BIRTH DATE","Recipient EMAIL ADDRESS","Recipient MESSAGE"
"X34Business Name","X34Prefix","X34First","X34Last",,,"X34City","XB",34340,36925,"X34@leveragedmedia.com","X34message"
"X35Business Name","X35Prefix","X35First","X35Last",,,"X35City","XB",35350,36926,"X35@leveragedmedia.com","X35message"
"X36Business Name","X36Prefix","X36First","X36Last",,,"X36City","XB",36360,36927,"X36@leveragedmedia.com","X36message"
"X37Business Name","X37Prefix","X37First","X37Last",,,"X37City","XB",37370,36928,"X37@leveragedmedia.com","X37message"
"X38Business Name","X38Prefix","X38First","X38Last",,,"X38City","XB",38380,36929,"X38@leveragedmedia.com","X38message"
"X39Business Name","X39Prefix","X39First","X39Last",,,"X39City","XB",39390,36930,"X39@leveragedmedia.com","X39message"
"X40Business Name","X40Prefix","X40First","X40Last",,,"X40City","XB",40400,36931,"X40@leveragedmedia.com","X40message"
"X41Business Name","X41Prefix","X41First","X41Last",,,"X41City","XB",41410,36932,"X41@leveragedmedia.com","X41message"
"X42Business Name","X42Prefix","X42First","X42Last",,,"X42City","XB",42420,36933,"X42@leveragedmedia.com","X42message"
"X43Business Name","X43Prefix","X43First","X43Last",,,"X43City","XB",43430,36934,"X43@leveragedmedia.com","X43message"
"X44Business Name","X44Prefix","X44First","X44Last",,,"X44City","XB",44440,36935,"X44@leveragedmedia.com","X44message"
"X45Business Name","X45Prefix","X45First","X45Last",,,"X45City","XB",45450,36936,"X45@leveragedmedia.com","X45message"
"X46Business Name","X46Prefix","X46First","X46Last",,,"X46City","XB",46460,36937,"X46@leveragedmedia.com","X46message"
"X47Business Name","X47Prefix","X47First","X47Last",,,"X47City","XB",47470,36938,"X47@leveragedmedia.com","X47message"
"X48Business Name","X48Prefix","X48First","X48Last",,,"X48City","XB",48480,36939,"X48@leveragedmedia.com","X48message"
"X49Business Name","X49Prefix","X49First","X49Last",,,"X49City","XB",49490,36940,"X49@leveragedmedia.com","X49message"
"X50Business Name","X50Prefix","X50First","X50Last",,,"X50City","XB",50500,36941,"X50@leveragedmedia.com","X50message"
