Recipient BUSINESS NAME,"Recipient PREFIX (Mr., Mrs., Ms., Dr., etc.)",Recipient FIRST  NAME,Recipient LAST NAME,Recipient ADDRESS 1,Recipient ADDRESS 2,Recipient CITY ,Recipient STATE,Recipient  ZIP,Recipient BIRTH DATE,Recipient EMAIL ADDRESS,Recipient MESSAGE
P17Business Name,P17Prefix,P17First,P17Last,P17Address1,P17Address2,P17City,PB,17170,36908,P17@leveragedmedia.com,P17message
P18Business Name,P18Prefix,P18First,P18Last,P18Address1,P18Address2,P18City,PB,18180,36909,P18@leveragedmedia.com,P18message
P19Business Name,P19Prefix,P19First,P19Last,P19Address1,P19Address2,P19City,PB,19190,36910,P19@leveragedmedia.com,P19message
P20Business Name,P20Prefix,P20First,P20Last,P20Address1,P20Address2,P20City,PB,20200,36911,P20@leveragedmedia.com,P20message
P21Business Name,P21Prefix,P21First,P21Last,,,P21City,PB,21210,36912,P21@leveragedmedia.com,P21message
P22Business Name,P22Prefix,P22First,P22Last,P22Address1,P22Address2,P22City,PB,22220,36913,P22@leveragedmedia.com,P22message
P23Business Name,P23Prefix,P23First,P23Last,P23Address1,P23Address2,P23City,PB,23230,36914,P23@leveragedmedia.com,P23message
P24Business Name,P24Prefix,P24First,P24Last,P24Address1,P24Address2,P24City,PB,24240,36915,P24@leveragedmedia.com,P24message
P25Business Name,P25Prefix,P25First,P25Last,P25Address1,P25Address2,P25City,PB,25250,36916,P25@leveragedmedia.com,P25message
P26Business Name,P26Prefix,P26First,P26Last,,,P26City,PB,26260,36917,P26@leveragedmedia.com,P26message
P27Business Name,P27Prefix,P27First,P27Last,P27Address1,P27Address2,P27City,PB,27270,36918,P27@leveragedmedia.com,P27message
P28Business Name,P28Prefix,P28First,P28Last,P28Address1,P28Address2,P28City,PB,28280,36919,P28@leveragedmedia.com,P28message
P29Business Name,P29Prefix,P29First,P29Last,P29Address1,P29Address2,P29City,PB,29290,36920,P29@leveragedmedia.com,P29message
P30Business Name,P30Prefix,P30First,P30Last,P30Address1,P30Address2,P30City,PB,30300,36921,P30@leveragedmedia.com,P30message
P31Business Name,P31Prefix,P31First,P31Last,P31Address1,P31Address2,P31City,PB,31310,36922,P31@leveragedmedia.com,P31message
P32Business Name,P32Prefix,P32First,P32Last,P32Address1,P32Address2,P32City,PB,32320,36923,P32@leveragedmedia.com,P32message
P33Business Name,P33Prefix,P33First,P33Last,P33Address1,P33Address2,P33City,PB,33330,36924,,P33message
P34Business Name,P34Prefix,P34First,P34Last,P34Address1,P34Address2,P34City,PB,34340,36925,P34@leveragedmedia.com,P34message
P35Business Name,P35Prefix,P35First,P35Last,P35Address1,P35Address2,P35City,PB,35350,36926,P35@leveragedmedia.com,P35message
P36Business Name,P36Prefix,P36First,P36Last,P36Address1,P36Address2,P36City,PB,36360,36927,P36@leveragedmedia.com,P36message
P37Business Name,P37Prefix,P37First,P37Last,P37Address1,P37Address2,P37City,PB,37370,36928,P37@leveragedmedia.com,P37message
P38Business Name,P38Prefix,P38First,P38Last,P38Address1,P38Address2,P38City,PB,38380,36929,P38@leveragedmedia.com,P38message
P39Business Name,P39Prefix,P39First,P39Last,P39Address1,P39Address2,P39City,PB,39390,36930,P39@leveragedmedia.com,P39message
P40Business Name,P40Prefix,P40First,P40Last,P40Address1,P40Address2,P40City,PB,40400,36931,P40@leveragedmedia.com,P40message
P41Business Name,P41Prefix,P41First,P41Last,P41Address1,P41Address2,P41City,PB,41410,36932,P41@leveragedmedia.com,P41message
P42Business Name,P42Prefix,P42First,P42Last,P42Address1,P42Address2,P42City,PB,42420,36933,P42@leveragedmedia.com,P42message
P43Business Name,P43Prefix,P43First,P43Last,P43Address1,P43Address2,P43City,PB,43430,36934,P43@leveragedmedia.com,P43message
P44Business Name,P44Prefix,P44First,P44Last,P44Address1,P44Address2,P44City,PB,44440,36935,P44@leveragedmedia.com,P44message
P45Business Name,P45Prefix,P45First,P45Last,P45Address1,P45Address2,P45City,PB,45450,36936,P45@leveragedmedia.com,P45message
P46Business Name,P46Prefix,P46First,P46Last,P46Address1,P46Address2,P46City,PB,46460,36937,P46@leveragedmedia.com,P46message
P47Business Name,P47Prefix,P47First,P47Last,P47Address1,P47Address2,P47City,PB,47470,36938,P47@leveragedmedia.com,P47message
P48Business Name,P48Prefix,P48First,P48Last,P48Address1,P48Address2,P48City,PB,48480,36939,P48@leveragedmedia.com,P48message
P49Business Name,P49Prefix,P49First,P49Last,P49Address1,P49Address2,P49City,PB,49490,36940,P49@leveragedmedia.com,P49message
P50Business Name,P50Prefix,P50First,P50Last,P50Address1,P50Address2,P50City,PB,50500,36941,P50@leveragedmedia.com,P50message
