Recipient BUSINESS NAME,"Recipient PREFIX (Mr., Mrs., Ms., Dr., etc.)",Recipient FIRST  NAME,Recipient LAST NAME,Recipient ADDRESS 1,Recipient ADDRESS 2,Recipient CITY ,Recipient STATE,Recipient  ZIP,Recipient BIRTH DATE,Recipient EMAIL ADDRESS,Recipient MESSAGE
E17Business Name,E17Prefix,E17First,E17Last,E17Address1,E17Address2,E17City,EB,17170,36908,E17@leveragedmedia.com,E17message
E18Business Name,E18Prefix,E18First,E18Last,E18Address1,E18Address2,E18City,EB,18180,36909,E18@leveragedmedia.com,E18message
E19Business Name,E19Prefix,E19First,E19Last,E19Address1,E19Address2,E19City,EB,19190,36910,E19@leveragedmedia.com,E19message
E20Business Name,E20Prefix,E20First,E20Last,E20Address1,E20Address2,E20City,EB,20200,36911,E20@leveragedmedia.com,E20message
E21Business Name,E21Prefix,E21First,E21Last,E21Address1,E21Address2,E21City,EB,21210,36912,E21@leveragedmedia.com,E21message
E22Business Name,E22Prefix,E22First,E22Last,E22Address1,E22Address2,E22City,EB,22220,36913,E22@leveragedmedia.com,E22message
E23Business Name,E23Prefix,E23First,E23Last,E23Address1,E23Address2,E23City,EB,23230,36914,E23@leveragedmedia.com,E23message
E24Business Name,E24Prefix,E24First,E24Last,E24Address1,E24Address2,E24City,EB,24240,36915,E24@leveragedmedia.com,E24message
E25Business Name,E25Prefix,E25First,E25Last,E25Address1,E25Address2,E25City,EB,25250,36916,E25@leveragedmedia.com,E25message
E26Business Name,E26Prefix,E26First,E26Last,E26Address1,E26Address2,E26City,EB,26260,36917,E26@leveragedmedia.com,E26message
E27Business Name,E27Prefix,E27First,E27Last,E27Address1,E27Address2,E27City,EB,27270,36918,E27@leveragedmedia.com,E27message
E28Business Name,E28Prefix,E28First,E28Last,E28Address1,E28Address2,E28City,EB,28280,36919,E28@leveragedmedia.com,E28message
E29Business Name,E29Prefix,E29First,E29Last,E29Address1,E29Address2,E29City,EB,29290,36920,E29@leveragedmedia.com,E29message
E30Business Name,E30Prefix,E30First,E30Last,E30Address1,E30Address2,E30City,EB,30300,36921,E30@leveragedmedia.com,E30message
E31Business Name,E31Prefix,E31First,E31Last,E31Address1,E31Address2,E31City,EB,31310,36922,E31@leveragedmedia.com,E31message
E32Business Name,E32Prefix,E32First,E32Last,E32Address1,E32Address2,E32City,EB,32320,36923,E32@leveragedmedia.com,E32message
E33Business Name,E33Prefix,E33First,E33Last,E33Address1,E33Address2,E33City,EB,33330,36924,,E33message
E34Business Name,E34Prefix,E34First,E34Last,E34Address1,E34Address2,E34City,EB,34340,36925,E34@leveragedmedia.com,E34message
E35Business Name,E35Prefix,E35First,E35Last,E35Address1,E35Address2,E35City,EB,35350,36926,,E35message
E36Business Name,E36Prefix,E36First,E36Last,E36Address1,E36Address2,E36City,EB,36360,36927,E36@leveragedmedia.com,E36message
E37Business Name,E37Prefix,E37First,E37Last,E37Address1,E37Address2,E37City,EB,37370,36928,,E37message
E38Business Name,E38Prefix,E38First,E38Last,E38Address1,E38Address2,E38City,EB,38380,36929,E38@leveragedmedia.com,E38message
E39Business Name,E39Prefix,E39First,E39Last,E39Address1,E39Address2,E39City,EB,39390,36930,,E39message
E40Business Name,E40Prefix,E40First,E40Last,,,E40City,EB,40400,36931,E40@leveragedmedia.com,E40message
E41Business Name,E41Prefix,E41First,E41Last,E41Address1,E41Address2,E41City,EB,41410,36932,E41@leveragedmedia.com,E41message
E42Business Name,E42Prefix,E42First,E42Last,,,E42City,EB,42420,36933,E42@leveragedmedia.com,E42message
E43Business Name,E43Prefix,E43First,E43Last,E43Address1,E43Address2,E43City,EB,43430,36934,E43@leveragedmedia.com,E43message
E44Business Name,E44Prefix,E44First,E44Last,,,E44City,EB,44440,36935,E44@leveragedmedia.com,E44message
E45Business Name,E45Prefix,E45First,E45Last,E45Address1,E45Address2,E45City,EB,45450,36936,E45@leveragedmedia.com,E45message
E46Business Name,E46Prefix,E46First,E46Last,,,E46City,EB,46460,36937,E46@leveragedmedia.com,E46message
E47Business Name,E47Prefix,E47First,E47Last,E47Address1,E47Address2,E47City,EB,47470,36938,E47@leveragedmedia.com,E47message
E48Business Name,E48Prefix,E48First,E48Last,E48Address1,E48Address2,E48City,EB,48480,36939,E48@leveragedmedia.com,E48message
E49Business Name,E49Prefix,E49First,E49Last,E49Address1,E49Address2,E49City,EB,49490,36940,E49@leveragedmedia.com,E49message
E50Business Name,E50Prefix,E50First,E50Last,E50Address1,E50Address2,E50City,EB,50500,36941,E50@leveragedmedia.com,E50message
