Recipient BUSINESS NAME,"Recipient PREFIX (Mr., Mrs., Ms., Dr., etc.)",Recipient FIRST  NAME,Recipient LAST NAME,Recipient ADDRESS 1,Recipient ADDRESS 2,Recipient CITY ,Recipient STATE,Recipient  ZIP,Recipient BIRTH DATE,Recipient EMAIL ADDRESS,Recipient MESSAGE
D25Business Name,D25Prefix,D25First,D25Last,D25Address1,D25Address2,D25City,DB,25250,36916,D25@leveragedmedia.com,D25message
D26Business Name,D26Prefix,D26First,D26Last,D26Address1,D26Address2,D26City,DB,26260,36917,D26@leveragedmedia.com,D26message
D27Business Name,D27Prefix,D27First,D27Last,D27Address1,D27Address2,D27City,DB,27270,36918,D27@leveragedmedia.com,D27message
D28Business Name,D28Prefix,D28First,D28Last,D28Address1,D28Address2,D28City,DB,28280,36919,D28@leveragedmedia.com,D28message
D29Business Name,D29Prefix,D29First,D29Last,D29Address1,D29Address2,D29City,DB,29290,36920,D29@leveragedmedia.com,D29message
D30Business Name,D30Prefix,D30First,D30Last,D30Address1,D30Address2,D30City,DB,30300,36921,D30@leveragedmedia.com,D30message
D31Business Name,D31Prefix,D31First,D31Last,D31Address1,D31Address2,D31City,DB,31310,36922,D31@leveragedmedia.com,D31message
D32Business Name,D32Prefix,D32First,D32Last,D32Address1,D32Address2,D32City,DB,32320,36923,D32@leveragedmedia.com,D32message
D33Business Name,D33Prefix,D33First,D33Last,D33Address1,D33Address2,D33City,DB,33330,36924,D33@leveragedmedia.com,D33message
D34Business Name,D34Prefix,D34First,D34Last,D34Address1,D34Address2,D34City,DB,34340,36925,D34@leveragedmedia.com,D34message
D35Business Name,D35Prefix,D35First,D35Last,D35Address1,D35Address2,D35City,DB,35350,36926,D35@leveragedmedia.com,D35message
D36Business Name,D36Prefix,D36First,D36Last,D36Address1,D36Address2,D36City,DB,36360,36927,D36@leveragedmedia.com,D36message
D37Business Name,D37Prefix,D37First,D37Last,D37Address1,D37Address2,D37City,DB,37370,36928,D37@leveragedmedia.com,D37message
D38Business Name,D38Prefix,D38First,D38Last,,,D38City,DB,38380,36929,D38@leveragedmedia.com,D38message
D39Business Name,D39Prefix,D39First,D39Last,,,D39City,DB,39390,36930,D39@leveragedmedia.com,D39message
D40Business Name,D40Prefix,D40First,D40Last,,,D40City,DB,40400,36931,D40@leveragedmedia.com,D40message
D41Business Name,D41Prefix,D41First,D41Last,D41Address1,D41Address2,D41City,DB,41410,36932,D41@leveragedmedia.com,D41message
D42Business Name,D42Prefix,D42First,D42Last,D42Address1,D42Address2,D42City,DB,42420,36933,D42@leveragedmedia.com,D42message
D43Business Name,D43Prefix,D43First,D43Last,D43Address1,D43Address2,D43City,DB,43430,36934,D43@leveragedmedia.com,D43message
D44Business Name,D44Prefix,D44First,D44Last,D44Address1,D44Address2,D44City,DB,44440,36935,D44@leveragedmedia.com,D44message
D45Business Name,D45Prefix,D45First,D45Last,D45Address1,D45Address2,D45City,DB,45450,36936,D45@leveragedmedia.com,D45message
D46Business Name,D46Prefix,D46First,D46Last,D46Address1,D46Address2,D46City,DB,46460,36937,D46@leveragedmedia.com,D46message
D47Business Name,D47Prefix,D47First,D47Last,D47Address1,D47Address2,D47City,DB,47470,36938,D47@leveragedmedia.com,D47message
D48Business Name,D48Prefix,D48First,D48Last,D48Address1,D48Address2,D48City,DB,48480,36939,D48@leveragedmedia.com,D48message
D49Business Name,D49Prefix,D49First,D49Last,D49Address1,D49Address2,D49City,DB,49490,36940,D49@leveragedmedia.com,D49message
D50Business Name,D50Prefix,D50First,D50Last,D50Address1,D50Address2,D50City,DB,50500,36941,D50@leveragedmedia.com,D50message
