Recipient BUSINESS NAME,"Recipient PREFIX (Mr., Mrs., Ms., Dr., etc.)",Recipient FIRST  NAME,Recipient LAST NAME,Recipient ADDRESS 1,Recipient ADDRESS 2,Recipient CITY ,Recipient STATE,Recipient  ZIP,Recipient BIRTH DATE,Recipient EMAIL ADDRESS,Recipient MESSAGE
A34Business Name,A34Prefix,A34First,A34Last,A34Address1,A34Address2,A34City,AB,34340,36925,A34@leveragedmedia.com,A34message
A35Business Name,A35Prefix,A35First,A35Last,A35Address1,A35Address2,A35City,AB,35350,36926,A35@leveragedmedia.com,A35message
A36Business Name,A36Prefix,A36First,A36Last,A36Address1,A36Address2,A36City,AB,36360,36927,A36@leveragedmedia.com,A36message
A37Business Name,A37Prefix,A37First,A37Last,A37Address1,A37Address2,A37City,AB,37370,36928,A37@leveragedmedia.com,A37message
A38Business Name,A38Prefix,A38First,A38Last,A38Address1,A38Address2,A38City,AB,38380,36929,A38@leveragedmedia.com,A38message
A39Business Name,A39Prefix,A39First,A39Last,A39Address1,A39Address2,A39City,AB,39390,36930,A39@leveragedmedia.com,A39message
A40Business Name,A40Prefix,A40First,A40Last,A40Address1,A40Address2,A40City,AB,40400,36931,A40@leveragedmedia.com,A40message
A41Business Name,A41Prefix,A41First,A41Last,A41Address1,A41Address2,A41City,AB,41410,36932,A41@leveragedmedia.com,A41message
A42Business Name,A42Prefix,A42First,A42Last,A42Address1,A42Address2,A42City,AB,42420,36933,A42@leveragedmedia.com,A42message
A43Business Name,A43Prefix,A43First,A43Last,A43Address1,A43Address2,A43City,AB,43430,36934,A43@leveragedmedia.com,A43message
A44Business Name,A44Prefix,A44First,A44Last,A44Address1,A44Address2,A44City,AB,44440,36935,A44@leveragedmedia.com,A44message
A45Business Name,A45Prefix,A45First,A45Last,A45Address1,A45Address2,A45City,AB,45450,36936,A45@leveragedmedia.com,A45message
A46Business Name,A46Prefix,A46First,A46Last,A46Address1,A46Address2,A46City,AB,46460,36937,A46@leveragedmedia.com,A46message
A47Business Name,A47Prefix,A47First,A47Last,A47Address1,A47Address2,A47City,AB,47470,36938,A47@leveragedmedia.com,A47message
A48Business Name,A48Prefix,A48First,A48Last,A48Address1,A48Address2,A48City,AB,48480,36939,A48@leveragedmedia.com,A48message
A49Business Name,A49Prefix,A49First,A49Last,A49Address1,A49Address2,A49City,AB,49490,36940,A49@leveragedmedia.com,A49message
A50Business Name,A50Prefix,A50First,A50Last,A50Address1,A50Address2,A50City,AB,50500,36941,A50@leveragedmedia.com,A50message
