Recipient BUSINESS NAME,"Recipient PREFIX (Mr., Mrs., Ms., Dr., etc.)",Recipient FIRST  NAME,Recipient LAST NAME,Recipient ADDRESS 1,Recipient ADDRESS 2,Recipient CITY ,Recipient STATE,Recipient  ZIP,Recipient BIRTH DATE,Recipient EMAIL ADDRESS,Recipient MESSAGE
R34Business Name,R34Prefix,R34First,R34Last,R34Address1,R34Address2,R34City,RB,34340,36925,R34@leveragedmedia.com,R34message
R35Business Name,R35Prefix,R35First,R35Last,R35Address1,R35Address2,R35City,RB,35350,36926,R35@leveragedmedia.com,R35message
R36Business Name,R36Prefix,R36First,R36Last,R36Address1,R36Address2,R36City,RB,36360,36927,R36@leveragedmedia.com,R36message
R37Business Name,R37Prefix,R37First,R37Last,R37Address1,R37Address2,R37City,RB,37370,36928,R37@leveragedmedia.com,R37message
R38Business Name,R38Prefix,R38First,R38Last,R38Address1,R38Address2,R38City,RB,38380,36929,R38@leveragedmedia.com,R38message
R39Business Name,R39Prefix,R39First,R39Last,R39Address1,R39Address2,R39City,RB,39390,36930,R39@leveragedmedia.com,R39message
R40Business Name,R40Prefix,R40First,R40Last,R40Address1,R40Address2,R40City,RB,40400,36931,R40@leveragedmedia.com,R40message
R41Business Name,R41Prefix,R41First,R41Last,R41Address1,R41Address2,R41City,RB,41410,36932,R41@leveragedmedia.com,R41message
R42Business Name,R42Prefix,R42First,R42Last,R42Address1,R42Address2,R42City,RB,42420,36933,R42@leveragedmedia.com,R42message
R43Business Name,R43Prefix,R43First,R43Last,R43Address1,R43Address2,R43City,RB,43430,36934,R43@leveragedmedia.com,R43message
R44Business Name,R44Prefix,R44First,R44Last,,,R44City,RB,44440,36935,R44@leveragedmedia.com,R44message
R45Business Name,R45Prefix,R45First,R45Last,,,R45City,RB,45450,36936,R45@leveragedmedia.com,R45message
R46Business Name,R46Prefix,R46First,R46Last,,,R46City,RB,46460,36937,R46@leveragedmedia.com,R46message
R47Business Name,R47Prefix,R47First,R47Last,,,R47City,RB,47470,36938,R47@leveragedmedia.com,R47message
R48Business Name,R48Prefix,R48First,R48Last,,,R48City,RB,48480,36939,R48@leveragedmedia.com,R48message
R49Business Name,R49Prefix,R49First,R49Last,,,R49City,RB,49490,36940,,R49message
R50Business Name,R50Prefix,R50First,R50Last,,,R50City,RB,50500,36941,,R50message
